[5A],[14A],[41A],[42A],[43A],[51B]|19.8148147237|45.2660444179|RUMENAČKA - RADNIČKO IGRALIŠTE|1031|I
[3A],[5A],[7B],[14A],[18B],[41A],[42A],[43A],[51B]|19.8182127414|45.2633439588|RUMENAČKA - BUL. JAŠE TOMIĆA|1031|I
[5B],[5NA]|19.8418302098|45.2554755764|USPENSKA - USPENSKA CRKVA|ee281|I
[3B],[11A],[5B],[18A]|19.8204896166|45.2609008436|RUMENAČKA - ABC SAMOPOSLUGA|ee7716|I
[3AA],[4B],[5B],[5NA],[7A],[10B],[14B],[15B],[18A],[64A],[68A],[69A],[71A],[72A],[73A],[74A],[76A]|19.8353175469|45.2545506888|BUL. OSLOBOÐENJA - NOVOSADSKOG SAJMA|ee3721|I
[2B],[3AA],[4B],[5B],[5NA],[6B],[10B],[14B],[15B],[18A]|19.8377609655|45.2522080286|JEVREJSKA - BUL. OSLOBOĐENJA||I
[5A],[5B]|19.8051343851|45.2664847055|AVIJATIČARSKA - KASARNA - OKRETNICA|ee7925|I
[5B],[14B],[41B],[42B],[43B],[51A]|19.8130603695|45.2670846403|RUMENAČKA - POLICIJSKA STANICA|1034|I
[5B],[5NA],[21A],[22A],[23A],[24A],[30A]|19.8431916148|45.2610079188|TEMERINSKA - TRG MARIJE TRANDAFIL|ee8526|I
[5B],[5NA],[21A],[22A],[23A],[24A],[30A]|19.8438347072|45.264154136|TEMERINSKA - GUNDULIĆEVA|ee8626|I
[5B],[5NA],[21A],[30A]|19.8433774932|45.2669400366|TEMERINSKA - PATRIJARHA ČARNOJEVIĆA|ee8726|I
[5B],[5NA],[20A],[30A]|19.8410463411|45.2733137159|SENTANDREJSKI PUT - MOST KANAL DTD||I
[5B],[5NA],[20A],[30A]|19.8361991299|45.2809013055|TEMERINSKA - VIDOVDANSKO NASELJE||I
[5B],[5NA],[20A],[30A],[31A],[32A],[33A]|19.8345314956|45.2835133286|TEMERINSKA - NAJLON PIJACA||I
[5B],[5NA],[20A],[30A],[31A],[32A],[33A]|19.8316979215|45.2887458333|TEMERINSKI PUT - OTOKARA KERŠOVANIJA||I
[5B],[5NA],[20A],[30A]|19.8307752397|45.2910920332|TEMERINSKI PUT - MAJKE JUGOVIĆA||I
[5B],[5NA],[20A],[30A]|19.8307538038|45.2941004442|TEMERINSKI PUT - PAJE RADOSAVLJEVA||I
[5B],[5NA],[20A],[30A]|19.830743315|45.2964910099|TEMERINSKI PUT - DEČANSKA||I
